airline,dep_airport,arr_airport,aircraft_type,month,day_of_week,dep_hour,weather_severity,wind_speed,visibility,congestion,distance,prev_delay,delay_minutes,is_delayed
B6,LGA,BOS,A380,12,0,14,10,76,6.6,1,1674,55,21,1
WN,JFK,BOS,A321,12,3,8,6,38,6.7,8,187,89,16,1
DL,SFO,DFW,E175,3,4,13,9,54,8.9,8,2966,4,16,1
AA,DTW,JFK,A319,1,5,18,1,3,4.4,5,1145,12,10,0
DL,LAX,SFO,A321,7,0,7,6,57,8.4,4,337,45,17,1
DL,BOS,SFO,777,11,3,16,9,43,5.1,5,809,62,21,1
AA,MCO,JFK,E175,3,0,12,10,75,7.4,2,2100,54,22,1
WN,BOS,LGA,A380,4,0,17,9,3,7.2,8,1785,71,19,1
B6,MSP,LAS,A321,8,1,22,2,67,2.6,8,554,56,18,1
F9,ORD,LAS,A380,3,6,21,6,21,1.2,8,1779,80,17,1
UA,LAS,LGA,A321,9,5,15,2,61,3.9,3,1823,7,13,0
B6,CLT,MSP,A350,8,1,21,3,48,8.7,2,2128,14,11,0
UA,DFW,DTW,777,6,6,9,8,77,1.6,2,2904,45,22,1
AA,DFW,ATL,787,4,0,12,10,64,9.1,9,730,67,21,1
AA,CLT,ATL,A321,11,6,11,6,53,8.4,6,2145,80,10,0
AA,EWR,JFK,737MAX,11,2,17,8,79,0.4,4,527,46,31,1
DL,ATL,EWR,A319,3,0,18,2,27,2.4,6,1802,17,6,0
AA,LAX,MIA,A380,12,6,6,6,64,1.6,2,2061,62,20,1
AS,LGA,JFK,A321,6,3,18,8,24,6.2,1,2703,65,19,1
B6,BOS,SEA,A321,5,4,18,6,28,3.0,10,2830,60,18,1
F9,EWR,CLT,A380,12,5,8,3,26,8.2,4,718,68,6,0
AS,MSP,EWR,A350,1,6,6,8,56,9.6,3,1070,46,15,0
UA,LAX,ATL,737,4,3,6,5,76,2.2,5,2506,68,22,1
F9,LAX,EWR,E175,4,5,6,1,59,6.9,8,738,41,8,0
AS,SEA,EWR,A380,4,5,15,4,26,8.1,7,2742,84,11,0
NK,LGA,LAS,737MAX,10,1,8,2,45,6.6,8,2023,18,12,0
DL,PHX,DFW,A320,5,1,20,6,59,0.5,2,2541,68,24,1
WN,JFK,ATL,A319,4,4,6,10,13,5.8,3,2805,51,17,1
NK,MCO,CLT,737,6,6,17,5,46,4.0,4,2459,71,17,1
F9,LGA,LAX,A380,8,1,5,5,32,3.2,8,2537,13,9,0
B6,MSP,SFO,737,1,2,8,8,20,2.9,4,2977,8,12,0
UA,LAS,EWR,737MAX,6,1,7,3,72,0.8,5,2906,23,13,0
UA,BOS,MCO,A320,10,2,21,3,4,3.7,3,1405,89,12,0
AA,PHX,DTW,A350,2,5,20,2,32,2.1,6,2505,63,14,0
WN,SEA,LGA,A319,6,5,9,10,6,9.3,2,2291,70,13,0
AA,JFK,SFO,A380,8,4,8,3,60,8.6,5,2379,61,9,0
F9,CLT,LAS,A319,5,0,8,6,68,5.8,5,1748,75,15,0
DL,MIA,EWR,A350,6,3,13,7,14,1.8,2,2806,52,16,1
DL,DTW,MIA,A319,9,4,18,4,29,1.1,5,1076,25,4,0
AS,MCO,CLT,777,2,5,6,3,79,0.6,3,2775,85,17,1
B6,ORD,CLT,E175,2,5,21,1,40,7.2,7,2496,79,3,0
NK,CLT,MIA,A350,5,0,12,4,4,5.2,2,750,57,12,0
NK,LAX,SFO,737,4,1,10,2,24,5.1,5,337,53,1,0
B6,EWR,MCO,A321,6,2,12,5,59,4.0,8,1346,37,16,1
AS,MSP,ORD,E175,1,2,11,1,49,4.9,7,1412,31,10,0
F9,SEA,PHX,787,5,5,17,5,63,8.2,6,2957,16,13,0
NK,LGA,JFK,A319,6,2,22,9,34,3.4,6,2934,87,17,1
DL,MCO,LGA,A320,4,1,11,10,26,7.2,2,1705,74,17,1
UA,CLT,MCO,737MAX,1,4,22,1,72,9.6,7,614,0,21,1
NK,ORD,BOS,737MAX,10,1,18,10,20,3.7,8,1850,31,13,0
WN,LAX,ATL,E175,9,0,16,2,48,5.8,2,2065,61,13,0
DL,BOS,ORD,787,4,3,15,10,78,9.7,8,896,0,21,1
NK,MSP,SFO,737MAX,1,0,22,9,48,3.5,5,336,69,17,1
WN,EWR,ORD,737,9,0,12,2,34,3.2,10,2355,5,15,0
WN,LAS,DFW,A321,2,5,16,5,44,3.1,1,2397,87,12,0
NK,EWR,JFK,A350,10,1,15,1,33,7.3,4,2478,13,6,0
AA,ATL,LAS,A319,5,1,20,1,73,5.9,7,1621,59,15,0
DL,JFK,SEA,E175,2,1,18,4,60,1.0,6,1998,42,21,1
AS,DFW,CLT,777,10,0,9,5,28,9.4,10,1665,9,7,0
B6,MCO,JFK,A320,11,3,21,3,47,6.5,4,2475,63,16,1
AS,ORD,SFO,A320,2,6,13,9,62,4.1,3,1455,29,24,1
B6,BOS,ATL,787,10,6,12,5,37,2.2,1,1083,2,11,0
B6,PHX,CLT,A319,7,1,16,3,66,1.8,5,1046,73,15,0
F9,CLT,MSP,787,4,6,16,2,33,3.4,9,757,41,19,1
F9,SFO,MIA,A321,3,0,15,1,38,7.7,7,2264,27,14,0
DL,ATL,MSP,A350,8,1,9,7,79,7.7,1,1733,53,13,0
UA,LAX,ATL,787,10,4,17,9,57,1.5,7,2734,50,24,1
AS,MCO,ORD,E175,12,0,10,4,47,4.7,4,510,51,7,0
DL,SEA,CLT,737MAX,8,1,8,6,53,4.5,2,2598,83,15,0
AA,MIA,MCO,787,10,5,17,8,54,2.1,1,732,49,12,0
AS,DFW,MIA,A350,9,6,6,5,64,0.8,3,529,49,19,1
B6,MIA,JFK,A320,11,3,15,10,1,9.9,7,1090,70,8,0
B6,MSP,LAS,A320,11,4,17,5,29,8.5,3,1250,57,12,0
DL,SFO,PHX,A320,6,1,10,9,56,8.7,2,1111,56,12,0
AS,MSP,MCO,737MAX,7,5,15,7,31,1.9,3,2371,89,18,1
NK,EWR,DTW,A321,10,1,16,6,50,1.7,8,2925,36,15,0
B6,BOS,ATL,787,6,0,12,10,74,6.5,5,326,71,20,1
NK,BOS,ATL,A319,2,4,21,2,22,2.5,10,2717,69,16,1
AA,LAS,DFW,777,1,0,18,9,71,6.6,6,1787,63,23,1
WN,BOS,ORD,A319,7,6,14,6,33,3.8,7,879,86,14,0
UA,DFW,MIA,E175,7,4,16,9,68,1.4,4,2830,81,29,1
AS,PHX,LAS,A319,6,4,18,9,14,1.0,6,640,16,15,0
UA,CLT,MSP,A319,2,2,9,10,51,8.5,10,1553,73,21,1
WN,SFO,LAX,787,9,3,7,6,17,7.1,3,337,84,8,0
DL,SFO,ORD,A321,5,3,5,6,10,7.5,7,2843,5,4,0
F9,ATL,ORD,737,2,0,14,3,22,9.4,2,606,59,9,0
AA,MIA,JFK,787,12,4,13,9,69,3.0,9,1090,12,27,1
AS,ORD,BOS,737MAX,3,3,18,1,19,6.5,8,779,18,4,0
WN,SFO,DTW,777,11,2,12,1,7,3.4,7,2152,49,16,1
NK,ORD,DTW,777,12,1,15,5,9,0.7,9,2476,13,15,0
WN,LAS,SEA,777,7,3,12,2,73,4.7,9,2706,57,18,1
UA,MSP,MIA,737,3,3,12,3,5,5.0,7,2492,12,5,0
DL,JFK,ORD,787,9,3,20,8,78,3.5,6,740,64,30,1
AS,BOS,LAS,A319,5,0,20,8,44,6.7,1,1293,40,13,0
F9,SFO,LGA,737MAX,1,6,7,8,24,4.9,5,2444,87,18,1
F9,MSP,ORD,A380,2,3,13,6,74,4.1,10,2833,40,19,1
DL,SEA,LAX,A319,1,2,10,9,32,9.6,6,954,24,6,0
AS,MSP,SFO,A350,11,3,9,6,27,1.9,1,758,11,10,0
UA,SEA,DFW,A350,5,1,21,7,14,7.1,10,2948,39,6,0
B6,SFO,DEN,A380,1,2,21,4,44,3.8,1,1547,26,3,0
B6,ATL,JFK,777,10,4,7,5,47,7.9,3,324,51,3,0
AS,PHX,LAX,787,7,3,21,5,41,9.6,3,2770,78,8,0
WN,JFK,PHX,A319,1,0,15,4,59,6.1,6,1774,51,10,0
B6,MSP,PHX,A319,10,0,20,6,74,5.7,4,1868,28,14,0
WN,PHX,LAX,787,10,3,10,8,26,1.9,6,817,16,18,1
NK,LAX,LGA,A320,9,6,14,1,52,3.0,8,2790,62,16,1
F9,BOS,DEN,A320,8,0,14,7,49,1.6,9,1970,21,19,1
F9,CLT,LGA,737,9,5,19,4,76,6.7,4,1990,18,12,0
AS,BOS,SEA,A350,4,3,8,3,16,5.8,6,1664,47,0,0
WN,LGA,DTW,787,12,0,16,3,11,8.5,6,2750,71,13,0
DL,MIA,DFW,737,10,4,16,9,77,1.7,10,2054,5,28,1
UA,SFO,SEA,A320,7,1,15,3,52,4.7,4,1765,8,18,1
B6,LGA,MIA,A350,4,3,14,7,42,7.0,3,1189,85,15,0
F9,ATL,ORD,A380,12,3,7,5,56,3.8,1,606,81,22,1
WN,ATL,SFO,A321,10,0,20,5,77,5.5,5,578,65,17,1
DL,MSP,JFK,A380,2,4,9,2,27,7.4,6,2332,27,7,0
F9,CLT,MCO,737,1,6,22,1,78,8.1,1,367,42,16,1
UA,MIA,EWR,777,11,5,14,5,20,2.4,8,701,88,16,1
AS,LGA,CLT,777,4,1,20,4,58,3.6,5,666,48,24,1
NK,LAS,PHX,E175,1,5,15,6,73,4.1,10,678,6,20,1
B6,DFW,LAX,A319,11,6,19,7,74,8.2,3,440,21,18,1
F9,MCO,ORD,A320,2,4,11,3,71,2.1,2,410,76,9,0
NK,SFO,LAS,A321,6,1,8,4,77,7.3,1,2161,15,10,0
AS,DFW,EWR,737MAX,2,3,8,8,72,5.8,3,1789,8,11,0
AA,SEA,DEN,A380,7,2,16,9,61,1.1,7,1024,77,30,1
B6,MIA,BOS,737MAX,10,1,11,8,61,5.7,2,1544,15,17,1
WN,JFK,SEA,A350,7,6,10,9,5,3.0,1,1964,59,8,0
AA,PHX,LGA,A320,9,4,20,7,74,7.9,3,683,49,13,0
UA,PHX,LAX,A319,11,5,14,2,5,1.3,3,872,80,19,1
WN,MIA,MCO,787,6,5,22,1,14,7.7,1,1654,15,13,0
WN,DFW,LAX,A319,12,5,10,8,17,3.6,2,706,41,10,0
AA,DEN,LGA,A320,4,4,13,6,38,8.6,10,1913,64,20,1
AA,DFW,CLT,737MAX,4,3,13,8,35,6.0,9,2572,32,10,0
DL,ATL,LAX,777,8,3,9,9,73,9.3,3,1127,4,22,1
DL,BOS,MIA,A350,12,2,16,7,48,1.6,3,2168,18,21,1
UA,MSP,ORD,A320,4,4,12,4,61,5.9,9,2233,73,18,1
AS,DFW,DTW,E175,9,2,12,9,8,3.2,1,1424,70,15,0
F9,MCO,SEA,737MAX,5,5,15,4,4,9.5,9,614,59,9,0
AA,SFO,MIA,787,9,1,8,9,70,5.2,10,2605,10,16,1
AA,ATL,MCO,E175,3,5,17,3,51,8.5,1,1997,14,10,0
B6,MCO,EWR,A319,2,0,6,6,39,2.0,9,2864,19,16,1
DL,PHX,LGA,A380,9,2,5,2,7,6.1,9,1694,39,2,0
AS,DEN,MSP,A350,1,0,18,1,4,3.1,8,1263,45,14,0
UA,PHX,DFW,A321,3,1,17,4,78,2.9,4,316,45,16,1
B6,ATL,MCO,737,9,2,17,8,60,9.9,10,1265,54,21,1
UA,SFO,EWR,A380,2,2,22,1,4,0.6,1,300,5,4,0
F9,DTW,LAS,A350,3,0,18,1,70,5.8,10,766,44,21,1
AA,MCO,DTW,737MAX,7,6,8,4,56,6.9,5,2280,40,23,1
B6,SEA,CLT,A320,5,2,16,5,18,3.0,4,2387,87,17,1
UA,DTW,MSP,737,6,3,11,2,47,6.7,8,2268,6,7,0
AA,EWR,SEA,A320,12,6,15,9,23,2.9,7,1611,70,20,1
UA,DTW,LAS,A319,8,3,14,3,1,8.2,3,2833,45,11,0
B6,CLT,JFK,E175,11,1,21,10,5,0.4,7,822,42,17,1
DL,LGA,ATL,A380,8,6,18,2,66,3.0,4,1305,68,16,1
UA,MSP,LGA,777,4,3,8,9,11,1.1,7,347,14,19,1
AA,MIA,LAX,737MAX,6,2,6,6,75,6.1,6,1032,5,21,1
F9,SEA,EWR,A320,11,2,10,8,20,5.2,7,996,46,7,0
AS,DTW,LGA,A380,6,2,7,9,46,3.0,8,2450,48,22,1
UA,ATL,CLT,E175,12,1,15,7,19,9.2,1,1822,35,14,0
B6,PHX,LAS,787,5,5,5,4,27,5.9,9,2181,67,16,1
DL,MIA,SEA,737MAX,9,4,20,6,33,2.0,5,2832,11,12,0
NK,DEN,LGA,787,1,5,15,5,22,2.7,7,514,76,16,1
WN,DTW,MCO,777,9,4,11,1,27,8.1,1,2063,77,4,0
UA,DEN,ATL,A320,1,4,7,9,8,9.6,10,446,85,20,1
AA,SFO,PHX,737,9,2,13,3,79,8.9,5,1154,38,12,0
UA,MCO,DEN,A380,5,0,8,7,67,4.7,2,2294,1,18,1
AS,BOS,ORD,E175,12,6,22,3,55,0.6,6,903,3,7,0
WN,DFW,BOS,A321,5,0,14,2,37,8.0,1,2592,65,11,0
F9,DFW,DTW,E175,6,0,10,1,33,2.3,8,2719,32,14,0
WN,MCO,SEA,A319,4,3,19,4,14,7.2,9,1787,0,11,0
B6,DTW,ATL,A350,12,1,13,8,26,7.5,5,1459,61,10,0
AA,BOS,DTW,737,7,4,18,7,21,9.5,4,2317,67,14,0
UA,DEN,PHX,737,4,5,18,4,35,1.5,5,367,19,13,0
AA,CLT,MIA,737,11,3,14,8,19,3.5,1,1220,30,9,0
WN,ORD,JFK,A320,12,3,16,6,56,5.7,8,740,56,16,1
NK,MSP,CLT,A350,8,3,11,5,12,3.8,3,620,71,16,1
AA,SEA,DEN,777,2,2,18,9,58,9.1,7,1024,81,24,1
DL,ORD,BOS,E175,3,3,6,2,39,2.8,1,1225,15,10,0
WN,MIA,CLT,E175,8,3,6,10,13,4.4,8,1125,77,14,0
AA,JFK,MSP,A321,5,4,18,9,52,1.4,2,1038,82,22,1
NK,PHX,JFK,A319,7,5,21,6,67,9.8,3,1171,46,16,1
B6,MIA,DEN,A321,11,2,8,1,22,5.2,7,779,85,9,0
F9,LAX,JFK,A380,11,3,8,2,71,0.9,4,2475,55,17,1
B6,PHX,DTW,E175,8,0,14,5,16,3.5,8,2774,51,8,0
UA,JFK,MCO,737,4,1,21,6,52,0.5,5,1739,3,10,0
F9,DTW,LAX,A321,8,6,5,9,14,3.0,10,409,87,26,1
B6,MSP,JFK,737MAX,4,5,11,10,47,6.0,2,1920,70,22,1
AS,CLT,MCO,A319,7,5,20,9,19,6.3,1,975,77,12,0
F9,DFW,LAX,777,10,1,15,6,74,2.3,9,625,13,20,1
DL,DEN,BOS,737MAX,2,6,17,4,35,4.7,10,767,84,19,1
UA,MIA,EWR,737,10,3,14,10,27,1.8,1,2684,26,15,0
WN,MIA,LGA,737,10,2,22,2,17,9.2,8,2688,77,8,0
WN,DTW,LAX,787,9,1,22,4,55,9.8,4,1485,58,15,0
AA,DEN,SFO,A320,7,4,16,4,47,8.6,5,1474,57,23,1
UA,DFW,BOS,A350,8,2,20,8,74,8.8,8,2876,59,26,1
B6,SEA,BOS,787,2,0,12,9,6,5.9,5,1534,65,11,0
DL,PHX,DEN,A350,1,6,11,7,62,5.6,7,1090,23,15,0
B6,DFW,SEA,A319,8,0,15,7,24,5.6,3,1331,3,10,0
AA,MSP,BOS,A350,10,4,18,8,23,1.9,6,1045,66,19,1
WN,ORD,ATL,E175,11,1,9,4,49,8.0,9,606,35,22,1
AS,DTW,SEA,A319,2,0,8,2,57,6.5,2,548,27,14,0
AS,SEA,DTW,787,11,5,15,1,69,10.0,8,1261,25,12,0
NK,SFO,SEA,A319,7,3,12,6,13,6.4,2,1550,88,12,0
NK,MSP,SEA,A380,8,5,13,7,34,3.4,7,1982,1,5,0
AS,DFW,MIA,787,3,5,13,1,3,4.1,2,2933,35,8,0
B6,LGA,DFW,A350,3,3,10,4,45,7.8,7,1360,67,12,0
NK,LGA,DTW,777,8,4,9,8,34,6.9,10,1850,70,24,1
AA,DEN,MIA,737,9,0,7,9,57,3.1,4,783,73,14,0
F9,EWR,BOS,737MAX,1,2,19,10,63,6.0,2,2525,75,25,1
AA,BOS,EWR,737,5,4,17,3,62,2.7,1,2725,52,13,0
NK,DTW,CLT,A380,3,5,6,9,41,3.0,2,673,51,11,0
DL,CLT,SFO,787,2,4,7,9,68,6.3,4,2486,20,13,0
B6,SFO,LAX,A321,8,3,14,8,14,3.6,3,337,36,18,1
AA,BOS,MIA,E175,5,5,22,10,1,7.5,2,2730,27,5,0
WN,ATL,JFK,A320,6,6,8,1,70,4.0,8,550,60,23,1
F9,BOS,MCO,A380,4,4,10,8,30,7.9,2,833,67,15,0
AA,LAS,EWR,737MAX,3,3,12,1,27,7.9,6,2232,67,10,0
B6,SEA,MIA,A321,11,0,17,8,18,5.0,8,2511,63,15,0
DL,PHX,ATL,A320,8,1,15,7,53,5.5,10,1544,67,13,0
DL,EWR,MCO,787,9,6,10,1,54,8.7,1,1513,46,9,0
NK,BOS,ORD,A319,4,5,14,4,66,7.5,10,873,45,19,1
DL,MCO,ATL,A350,4,3,5,3,49,7.3,3,1347,81,14,0
AS,DEN,SFO,A350,3,1,13,6,59,6.5,6,537,79,9,0
AA,SFO,LAX,737MAX,12,0,21,3,61,7.3,9,337,59,17,1
DL,LAX,BOS,737,10,0,18,1,60,9.5,2,1570,69,13,0
AS,BOS,ORD,A350,3,1,14,8,21,6.7,8,1650,0,6,0
AA,EWR,DTW,737,1,5,10,3,44,8.1,2,1290,51,10,0
NK,DEN,SEA,A380,11,1,8,3,19,4.2,8,1024,4,5,0
WN,DFW,CLT,A350,9,6,10,3,2,6.4,3,694,32,9,0
DL,SEA,MIA,787,7,2,20,10,3,9.8,5,1183,48,14,0
AS,ORD,ATL,A380,2,5,7,7,43,4.4,4,606,61,6,0
DL,DTW,JFK,E175,3,4,10,8,64,2.3,4,1534,64,19,1
AA,ATL,MIA,737MAX,12,0,12,10,18,2.1,8,2413,33,12,0
AA,LAX,MIA,A321,5,3,15,3,34,2.3,5,2325,23,8,0
B6,DFW,DTW,A350,11,1,20,1,63,6.4,8,2386,13,9,0
WN,SEA,MCO,737,3,6,21,1,47,5.1,5,2010,57,13,0
B6,BOS,EWR,A321,6,1,14,6,51,1.2,1,1876,80,12,0
NK,BOS,DEN,737,3,3,7,6,41,7.4,6,2428,40,16,1
DL,DTW,MCO,A320,8,2,12,3,68,1.7,8,1111,85,16,1
UA,JFK,BOS,787,8,1,5,3,75,3.3,5,187,85,19,1
F9,DEN,JFK,777,4,1,12,8,50,7.9,8,1352,35,16,1
AA,JFK,MCO,A350,7,3,21,1,5,7.7,9,2777,44,13,0
WN,SEA,DEN,A320,11,0,5,8,47,2.9,4,1024,87,15,0
AA,SFO,MCO,A320,1,1,15,4,72,5.8,9,2239,58,12,0
WN,LGA,JFK,A350,6,1,13,6,45,9.8,8,398,88,22,1
WN,ATL,MSP,A380,5,2,19,8,61,4.6,2,2370,65,13,0
AS,ATL,DEN,A319,1,3,19,8,14,9.9,7,2523,23,17,1
WN,ATL,JFK,A380,10,0,19,7,59,4.3,8,971,49,18,1
DL,DTW,DEN,A321,8,6,9,8,26,3.7,9,2830,27,19,1
NK,JFK,PHX,737,12,5,15,5,72,9.6,4,930,82,25,1
NK,ORD,LAS,A320,10,3,8,5,59,3.1,7,1770,73,16,1
AS,MSP,BOS,A380,1,5,16,2,59,0.9,4,2576,0,21,1
AS,CLT,LGA,A380,5,1,8,10,72,2.9,4,1957,21,16,1
B6,SEA,MSP,737MAX,10,3,8,9,38,1.9,10,1473,28,16,1
NK,CLT,SEA,737,9,5,10,3,5,1.0,4,1791,57,8,0
NK,MCO,JFK,737,7,0,8,5,44,8.4,10,2740,58,15,0
F9,MSP,MCO,737MAX,7,5,7,6,20,9.8,10,366,55,14,0
F9,ORD,DFW,A380,8,4,20,6,76,2.5,10,350,29,25,1
F9,ATL,LAS,A320,6,5,21,5,11,5.1,3,917,74,11,0
UA,MSP,DTW,A319,6,3,19,7,53,3.2,8,1382,42,28,1
AA,DEN,CLT,A350,11,1,5,5,69,0.9,9,2923,2,16,1
AS,ATL,DFW,E175,11,0,10,10,19,8.8,3,730,29,10,0
NK,BOS,JFK,777,8,2,5,2,62,8.9,3,187,80,14,0
B6,CLT,ATL,737MAX,7,0,22,1,54,2.0,8,2773,3,18,1
AS,DEN,PHX,E175,1,4,8,5,1,7.5,2,432,48,3,0
AS,LGA,SEA,A321,12,4,22,10,60,1.5,5,2675,7,17,1
DL,SFO,MSP,737MAX,6,6,9,4,44,9.6,7,2120,88,16,1
UA,DFW,CLT,787,5,5,22,5,40,5.8,7,2334,85,14,0
AS,ATL,ORD,E175,10,4,21,4,8,6.4,3,606,34,13,0
UA,ATL,LGA,787,2,6,16,7,8,7.0,3,1204,26,11,0
DL,PHX,SEA,737MAX,3,6,22,5,56,7.4,9,1731,51,15,0
WN,LAS,DFW,737,6,2,9,6,46,9.8,7,2843,21,16,1
AA,DFW,SEA,737MAX,9,6,7,4,10,5.3,2,2789,84,14,0
B6,MSP,EWR,A320,1,2,20,2,49,3.7,3,1358,85,15,0
F9,PHX,DTW,777,10,2,18,8,21,5.9,7,1825,21,19,1
AA,DTW,JFK,A350,5,5,10,3,66,8.2,3,447,50,16,1
F9,DFW,SFO,777,9,4,10,8,8,6.7,1,2143,68,10,0
B6,ATL,MSP,A380,10,6,12,4,5,3.3,8,2122,70,18,1
F9,ORD,DFW,A320,9,1,5,5,52,3.8,2,2982,77,13,0
B6,LGA,SEA,737,7,5,15,5,64,7.4,6,1531,60,15,0
AA,MIA,DFW,A320,2,2,19,8,79,9.9,8,1403,45,25,1
B6,PHX,LAX,A320,1,4,15,9,48,1.4,9,2585,83,22,1
WN,MSP,BOS,A319,1,3,15,5,22,6.0,4,2278,72,5,0
WN,PHX,BOS,A319,9,1,21,6,12,3.3,5,783,21,7,0
WN,BOS,MCO,A320,10,2,9,2,6,9.1,4,2057,19,7,0
AA,MCO,DTW,737,11,0,17,3,69,1.9,5,1374,2,15,0
F9,SEA,ATL,A380,10,0,21,4,70,7.8,6,518,76,19,1
B6,DFW,LGA,A321,5,4,17,10,61,2.4,2,2660,52,28,1
F9,SFO,DTW,A380,3,2,6,3,3,4.7,10,1264,68,10,0
AA,MCO,JFK,E175,6,5,22,1,39,8.5,1,2614,8,6,0
AS,MSP,EWR,A321,2,5,15,2,26,3.9,9,346,53,14,0
B6,EWR,DFW,A380,10,4,19,8,22,4.8,3,1290,44,7,0
AA,DEN,PHX,777,10,1,19,5,21,7.5,8,800,16,8,0
F9,DEN,LGA,E175,2,0,9,8,67,3.4,9,1727,42,19,1
AS,JFK,MSP,737,6,5,9,10,40,8.3,8,2059,55,15,0
AA,PHX,EWR,A320,4,3,16,7,5,2.8,8,1178,39,16,1
F9,JFK,LAX,A320,7,5,11,6,28,3.9,4,2475,8,9,0
WN,MCO,DEN,A320,2,5,11,4,60,5.7,1,2563,19,10,0
DL,DTW,MSP,777,8,5,5,3,55,8.5,6,2703,55,11,0
UA,ATL,DFW,E175,8,5,13,2,57,0.8,5,730,56,9,0
F9,EWR,MCO,A380,4,2,6,4,44,1.2,10,2937,51,25,1
NK,DEN,LAX,737MAX,11,5,8,8,79,7.6,4,862,63,14,0
AS,BOS,ATL,A319,5,3,15,8,31,3.3,3,1881,18,15,0
AA,DEN,CLT,A320,1,1,8,7,54,1.4,1,2949,5,17,1
UA,SFO,LAS,737MAX,10,1,15,5,18,4.6,2,2205,66,10,0
NK,ATL,MSP,A380,2,1,16,2,79,1.5,9,1841,61,31,1
AS,ORD,MIA,A350,1,2,10,9,42,1.3,3,380,80,19,1
DL,DTW,JFK,737,6,4,9,3,44,1.8,8,2827,68,23,1
F9,MIA,ATL,787,9,0,9,7,15,8.6,1,1828,16,10,0
NK,MCO,ORD,777,10,0,10,2,79,4.9,3,2034,87,16,1
AS,DFW,MSP,787,9,0,8,3,61,0.8,9,971,57,21,1
UA,LAX,DTW,A350,12,5,12,1,36,0.9,5,1224,83,11,0
AA,DEN,JFK,777,4,3,18,5,70,6.2,9,1947,5,18,1
F9,JFK,SFO,A320,5,5,14,4,41,1.7,9,449,42,19,1
UA,SEA,LAX,E175,8,6,14,5,47,7.0,1,954,69,12,0
F9,PHX,DTW,A319,4,4,8,1,14,3.9,4,519,41,6,0
UA,LAS,DTW,A321,7,3,7,2,34,9.5,9,1381,36,10,0
NK,MSP,DTW,787,9,6,18,9,21,2.0,1,1236,81,18,1
F9,SFO,ATL,A319,8,6,12,7,45,4.7,8,2149,8,10,0
AA,BOS,ORD,787,3,6,19,8,52,8.9,10,727,88,25,1
B6,DTW,PHX,A320,12,0,18,5,64,6.2,4,2005,63,18,1
WN,DTW,JFK,787,12,0,9,8,39,6.2,1,1829,73,22,1
F9,BOS,ATL,A350,3,3,18,3,6,5.2,10,947,13,16,1
AA,MSP,DFW,787,3,5,16,7,18,1.0,7,2042,9,7,0
B6,CLT,PHX,787,10,5,22,9,1,6.5,3,2024,69,14,0
UA,BOS,DFW,787,3,0,15,10,48,5.6,8,520,85,16,1
AA,DFW,EWR,737MAX,1,3,9,6,75,0.8,1,552,40,12,0
UA,CLT,SFO,E175,10,0,21,8,39,1.4,6,2818,75,12,0
AS,EWR,ATL,A319,12,2,10,2,71,3.1,10,1307,41,23,1
DL,SFO,MIA,A350,12,0,12,7,29,8.2,1,2555,89,7,0
AS,SFO,DFW,E175,9,0,9,7,60,9.2,2,2896,58,18,1
F9,JFK,SEA,A350,10,2,7,1,28,3.9,10,973,29,10,0
DL,EWR,LAS,777,4,1,20,10,21,5.6,8,2719,13,11,0
B6,MIA,SFO,A319,6,5,18,9,61,1.0,10,1972,13,31,1
WN,SEA,CLT,A350,11,6,9,9,69,7.2,4,2725,41,24,1
DL,MSP,CLT,A321,3,1,16,2,7,4.1,7,494,84,3,0
B6,BOS,CLT,E175,5,3,21,8,22,2.8,10,1866,41,11,0
NK,MSP,LAS,787,9,1,15,7,44,2.5,2,1286,83,21,1
F9,JFK,DFW,A320,12,5,9,6,52,1.3,6,2077,44,21,1
NK,SEA,MCO,A350,12,3,18,6,42,4.2,7,897,8,14,0
AA,ATL,PHX,A350,10,0,17,10,10,1.3,6,1802,80,22,1
F9,MSP,CLT,A350,7,1,13,8,4,7.2,5,1090,63,15,0
NK,ATL,DFW,787,4,3,9,5,16,6.7,3,730,35,10,0
DL,EWR,MCO,787,4,1,12,2,47,2.9,2,2548,75,10,0
AS,MSP,MIA,A319,5,4,16,8,46,1.1,8,1834,32,21,1
AS,SFO,BOS,A319,4,5,19,7,57,9.4,4,1653,63,14,0
F9,PHX,SFO,737MAX,11,6,12,8,68,3.0,8,2067,81,24,1
AA,DEN,MSP,737,7,2,14,5,9,2.4,7,453,83,4,0
UA,LAX,PHX,737,7,4,15,3,25,5.5,9,1791,37,11,0
B6,LAX,SFO,787,8,4,20,3,26,6.7,8,337,77,13,0
AS,DEN,LAX,737,3,2,9,6,17,0.6,9,862,18,0,0
UA,LAX,DTW,E175,2,1,16,9,29,6.3,6,1590,74,19,1
WN,CLT,BOS,787,4,6,15,2,48,7.1,5,2460,24,13,0
UA,CLT,SEA,777,11,0,5,3,49,2.0,3,1198,3,6,0
B6,JFK,LAX,737,8,5,9,9,52,8.6,8,2475,14,11,0
B6,MCO,DTW,A319,2,1,16,10,32,0.5,5,624,7,15,0
AA,BOS,LAS,A350,5,4,16,6,21,7.1,5,745,53,10,0
UA,DTW,SFO,737,12,6,15,5,63,1.2,4,1918,7,26,1
F9,LGA,EWR,A320,12,2,11,6,29,0.9,10,1442,54,14,0
NK,DEN,EWR,737MAX,12,1,18,10,42,3.5,5,1744,80,22,1
